CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
1998-8-23,16,13,11,11,9,7,88,76,55,1003,1001,997,10,10,10,42,29,63,0.00,4,Rain,270
1998-8-24,16,12,9,11,9,6,100,83,52,1003,1000,997,10,10,10,24,14,37,0.00,5,,311
1998-8-25,17,13,9,11,8,6,100,78,48,1009,1007,1003,10,10,10,42,23,63,0.00,3,Rain,277
1998-8-26,17,13,9,10,8,3,100,77,42,1010,1009,1007,10,10,10,26,19,37,0.00,2,,303
1998-8-27,17,12,8,10,8,2,100,81,37,1009,1007,1007,10,10,10,29,13,,0.00,3,Rain-Thunderstorm,274
1998-8-28,16,13,11,13,11,9,94,83,63,1012,1008,1006,10,10,4,37,21,50,0.00,5,Rain,319
1998-8-29,17,13,11,13,12,10,100,86,72,1016,1014,1012,10,10,10,23,16,,0.00,5,,341
1998-8-30,18,14,11,14,12,10,100,87,68,1017,1016,1015,10,10,10,23,13,,0.00,4,Rain-Thunderstorm,330
1998-8-31,17,13,11,13,11,10,100,86,63,1020,1017,1016,10,10,10,29,16,,0.00,4,Fog,2
1998-9-1,17,13,11,13,12,10,94,88,68,1026,1023,1020,10,10,10,23,16,,0.00,5,Rain,82
1998-9-2,16,13,10,11,9,7,94,81,55,1026,1026,1025,10,10,10,26,18,,0.00,4,,91
1998-9-3,17,13,10,11,9,7,100,80,55,1026,1023,1021,10,10,10,39,24,52,0.00,3,,96
1998-9-4,18,14,11,12,11,9,100,79,56,1021,1018,1015,10,10,10,37,27,53,0.00,2,,99
1998-9-5,18,16,13,13,12,8,94,78,52,1015,1012,1010,10,10,10,39,29,58,0.00,6,,103
1998-9-6,19,16,12,14,13,12,100,88,68,1011,1010,1009,10,10,10,24,18,,0.00,6,,77
1998-9-7,19,16,12,15,13,11,100,88,73,1011,1011,1010,10,10,8,21,13,,0.00,5,,109
1998-9-8,20,17,14,16,14,13,94,90,73,1011,1009,1007,10,7,2,24,14,,0.00,5,Rain-Thunderstorm,139
1998-9-9,17,16,14,15,14,13,94,94,88,1007,1003,999,10,8,2,35,23,53,0.00,6,Rain,177
1998-9-10,19,16,13,16,14,12,100,90,73,1001,1000,999,10,10,5,35,26,50,0.00,4,Rain,203
1998-9-11,18,16,13,14,13,12,94,88,68,1001,1000,999,10,10,10,32,24,,0.00,3,Rain,199
1998-9-12,18,14,11,15,13,10,100,93,77,1000,994,985,10,7,3,29,13,,0.00,6,Fog-Rain,28
1998-9-13,16,13,11,14,12,10,94,93,82,990,988,984,10,8,5,29,21,,0.00,6,Rain,245
1998-9-14,15,12,10,10,9,6,94,83,59,990,988,985,10,9,3,39,26,50,0.00,6,Rain,212
1998-9-15,14,11,8,11,9,7,100,91,67,993,991,989,10,9,3,26,11,,0.00,6,Rain,258
1998-9-16,15,12,9,10,9,6,100,85,59,993,993,992,10,10,5,29,21,,0.00,5,Rain,249
1998-9-17,17,12,8,12,9,7,100,86,68,1009,1001,993,10,9,1,14,8,,0.00,3,Fog,247
1998-9-18,16,11,7,13,11,7,100,90,77,1025,1017,1010,10,9,0,23,13,,0.00,5,Fog,271
1998-9-19,15,12,10,14,11,9,100,94,88,1032,1028,1025,10,8,2,14,10,,0.00,6,Fog-Rain,207
1998-9-20,18,14,11,15,12,10,100,92,77,1037,1035,1033,10,5,1,11,6,,0.00,4,Fog,140
1998-9-21,14,12,10,13,11,9,100,92,77,1037,1036,1033,10,5,0,14,6,,0.00,7,Fog,274
1998-9-22,16,13,12,13,12,11,100,92,82,1033,1030,1027,10,6,2,14,10,,0.00,7,,284
1998-9-23,14,12,11,13,11,10,100,94,88,1028,1028,1027,10,7,4,10,6,,0.00,7,,323
1998-9-24,15,13,12,12,11,9,94,90,77,1027,1025,1022,10,9,4,10,6,,0.00,7,,191
1998-9-25,15,13,12,13,12,10,94,90,82,1022,1018,1014,10,10,10,23,14,,0.00,7,,94
1998-9-26,18,14,11,15,12,10,100,92,77,1014,1010,1008,10,7,2,19,13,,0.00,5,,97
1998-9-27,17,14,12,15,13,11,94,93,82,1008,1006,1005,6,4,2,19,10,,0.00,6,,116
1998-9-28,15,14,13,14,13,11,94,93,88,1009,1006,1005,10,4,3,26,14,45,0.00,6,Rain,94
1998-9-29,15,13,11,13,11,9,94,88,77,1015,1011,1009,10,10,10,34,19,53,0.00,6,,79
1998-9-30,13,11,10,9,6,2,88,72,54,1019,1017,1015,10,10,10,39,26,61,0.00,6,,69
1998-10-1,11,9,8,7,4,1,93,72,50,1022,1020,1019,10,10,10,39,31,60,0.00,6,,77
1998-10-2,10,8,7,7,4,1,93,76,54,1023,1022,1021,10,10,10,40,29,61,0.00,6,Rain,66
1998-10-3,11,8,6,5,3,2,93,73,54,1021,1018,1016,10,10,10,40,27,63,0.00,5,Rain,79
1998-10-4,8,7,6,6,6,4,100,89,81,1016,1015,1014,10,9,4,27,24,,0.00,6,Rain,89
1998-10-5,11,9,7,7,6,4,100,84,67,1024,1019,1015,10,10,10,29,21,,0.00,5,,66
1998-10-6,12,9,6,8,6,4,100,87,71,1029,1027,1024,10,10,10,35,23,53,0.00,5,Rain,64
1998-10-7,11,9,8,8,6,4,100,77,66,1029,1025,1022,10,10,5,45,32,71,0.00,6,Rain,89
1998-10-8,10,9,8,8,7,6,100,90,76,1024,1022,1020,10,9,4,29,23,,0.00,6,Rain,79
1998-10-9,10,9,8,9,8,8,100,96,93,1023,1016,1007,5,3,0,26,13,,0.00,6,Fog,181
1998-10-10,14,11,9,11,9,8,100,94,77,1006,997,993,10,7,3,34,26,,0.00,6,Rain,224
1998-10-11,12,9,7,9,8,6,100,90,71,998,995,992,10,9,5,47,29,64,0.00,6,Rain,253
1998-10-12,12,8,5,8,6,4,100,87,67,1003,996,993,10,10,6,35,27,,0.00,2,Rain,251
1998-10-13,12,7,2,9,6,1,100,88,67,1013,1009,1003,10,9,0,26,14,50,0.00,1,Fog,261
1998-10-14,13,11,9,12,10,8,100,95,87,1011,1004,999,10,7,3,39,29,55,0.00,6,Rain,224
1998-10-15,11,9,7,9,7,4,94,85,71,1010,1008,1007,10,10,6,39,29,60,0.00,3,Rain,253
1998-10-16,11,8,6,8,5,1,100,79,50,1017,1014,1006,10,10,8,37,27,39,0.00,3,Rain,243
1998-10-17,14,11,8,12,11,8,100,94,87,1005,996,992,10,7,3,39,32,61,0.00,6,Rain,208
1998-10-18,10,8,5,8,3,1,93,76,58,1013,1004,993,10,10,10,50,37,76,0.00,2,Rain,264
1998-10-19,10,8,5,6,5,3,100,83,62,1013,1012,1008,10,10,8,39,27,53,0.00,4,Rain,225
1998-10-20,10,8,5,6,4,3,100,83,66,1016,1009,1006,10,10,10,37,24,55,0.00,3,Rain,259
1998-10-21,11,7,3,10,6,3,100,94,81,1017,1012,1005,10,8,4,40,24,63,0.00,5,Rain,208
1998-10-22,14,12,11,13,12,10,100,94,88,1013,1010,1005,10,7,2,35,29,,0.00,6,Rain,224
1998-10-23,14,12,9,12,11,8,100,93,82,1013,1006,1002,10,8,1,42,29,64,0.00,6,Rain,212
1998-10-24,12,8,4,10,7,3,100,94,82,1011,1006,991,10,8,1,45,13,63,0.00,4,Fog-Rain,189
1998-10-25,11,10,9,10,8,6,100,93,82,990,979,975,10,9,5,58,42,82,0.00,5,Rain,192
1998-10-26,10,8,6,7,5,3,93,85,66,1001,993,983,10,10,10,60,45,82,0.00,5,Rain,245
1998-10-27,9,7,5,8,6,4,100,93,87,1003,996,983,10,9,4,50,32,77,0.00,4,Rain,218
1998-10-28,8,6,4,7,5,3,100,92,81,985,981,974,10,9,4,39,29,66,0.00,3,Rain,258
1998-10-29,9,7,6,7,6,4,100,89,76,991,986,983,10,10,10,50,35,71,0.00,3,Rain,253
1998-10-30,9,7,6,6,4,4,100,85,71,996,993,991,10,10,10,42,35,64,0.00,3,Rain,267
1998-10-31,7,6,5,5,4,4,100,91,87,997,996,995,10,10,10,34,27,50,0.00,4,Rain,258
1998-11-1,7,3,1,6,3,1,100,93,81,998,994,992,10,9,1,21,13,,0.00,4,Fog-Rain,290
1998-11-2,6,2,-1,3,1,-2,100,90,76,1004,1002,998,10,10,10,19,11,,0.00,2,,1
1998-11-3,3,2,1,2,1,1,100,94,87,1003,996,994,10,10,10,34,24,52,0.00,6,Rain-Snow,72
1998-11-4,3,2,2,3,2,1,100,96,93,997,994,992,10,10,10,34,27,,0.00,7,Rain-Snow,47
1998-11-5,5,2,0,4,2,-1,100,93,81,1005,1002,997,10,10,4,26,18,,0.00,5,Rain-Snow,260
1998-11-6,7,4,3,6,3,0,100,91,81,1020,1006,996,10,10,8,39,26,69,0.00,4,Rain,267
1998-11-7,6,3,0,5,2,-1,100,91,81,1026,1024,1020,10,10,10,29,16,,0.00,5,Rain,250
1998-11-8,6,4,4,6,4,1,100,92,76,1026,1024,1023,10,7,1,34,23,,0.00,7,Fog,111
1998-11-9,5,4,3,4,2,0,100,86,70,1025,1020,1013,10,9,3,48,31,69,0.00,6,Rain,124
1998-11-10,6,6,5,5,5,4,100,95,93,1012,1011,1008,8,3,1,29,21,,0.00,7,Rain,132
1998-11-11,8,6,3,6,4,2,100,90,76,1012,1011,1008,10,9,4,34,23,47,0.00,5,Rain,273
1998-11-12,5,4,3,4,3,2,100,93,87,1011,1009,1008,10,10,7,26,19,,0.00,6,Rain,338
1998-11-13,6,4,3,4,3,1,100,91,81,1011,1010,1008,10,10,10,24,11,37,0.00,6,,114
1998-11-14,5,4,4,3,3,1,93,90,81,1008,1006,1005,10,9,6,34,24,40,0.00,6,Rain,104
1998-11-15,4,2,1,3,1,0,100,92,87,1015,1011,1007,10,10,7,34,26,,0.00,6,Rain-Snow,50
1998-11-16,2,1,0,0,0,-1,100,92,87,1023,1019,1015,10,9,4,32,26,,0.00,6,Rain-Snow,22
1998-11-17,1,0,-1,-1,-3,-8,93,83,60,1025,1024,1023,10,10,10,29,26,39,0.00,6,Snow,347
1998-11-18,0,-1,-2,-3,-6,-7,86,71,60,1024,1023,1022,10,10,10,34,23,,0.00,5,Snow,352
1998-11-19,0,-1,-2,-2,-3,-4,93,89,80,1031,1026,1023,10,10,10,26,21,,0.00,4,,19
1998-11-20,0,-2,-5,-4,-5,-6,93,82,69,1040,1036,1031,10,10,10,32,19,,0.00,2,,348
1998-11-21,1,-4,-8,-2,-4,-8,100,87,70,1041,1040,1039,10,10,10,32,14,,0.00,3,Fog,231
1998-11-22,1,-1,-3,-3,-4,-8,100,82,60,1039,1036,1033,10,8,6,27,23,,0.00,6,,185
1998-11-23,2,0,-2,0,-1,-3,100,94,87,1033,1030,1025,10,7,5,24,18,,0.00,6,Snow,114
1998-11-24,1,0,0,0,-1,-1,100,95,93,1025,1023,1021,6,4,2,23,14,,0.00,7,Rain-Snow,197
1998-11-25,1,0,0,1,0,0,100,96,93,1021,1019,1018,3,2,1,11,3,,0.00,6,Rain-Snow,228
1998-11-26,1,0,0,1,1,0,100,97,93,1019,1017,1014,6,3,2,16,6,,0.00,6,Rain-Snow,155
1998-11-27,2,1,0,1,0,0,100,94,93,1022,1017,1013,8,5,3,19,14,,0.00,7,,79
1998-11-28,2,1,1,1,1,0,100,93,87,1023,1022,1021,10,8,3,24,11,,0.00,7,,117
1998-11-29,3,2,2,2,2,0,100,92,87,1027,1022,1020,10,5,2,24,16,,0.00,6,,100
1998-11-30,3,2,1,2,1,0,100,95,87,1038,1032,1027,10,9,4,21,14,,0.00,5,Rain,58
1998-12-1,3,0,-2,1,-1,-3,100,92,81,1042,1041,1038,10,9,0,16,11,,0.00,3,Fog,101
1998-12-2,1,-2,-4,-1,-3,-4,100,90,75,1041,1037,1032,10,9,0,19,11,,0.00,3,Fog,124
1998-12-3,-1,-3,-4,-2,-3,-4,100,97,93,1031,1021,1012,10,3,0,21,16,,0.00,6,Fog,199
1998-12-4,0,-2,-3,-1,-2,-3,100,96,93,1011,1002,994,5,3,1,19,14,,0.00,7,Snow,214
1998-12-5,1,0,-1,0,-1,-2,100,95,93,995,992,991,10,5,1,27,8,,0.00,6,Fog-Snow,302
1998-12-6,0,-2,-3,-1,-3,-6,100,88,80,1010,1003,995,10,7,3,50,34,63,0.00,7,Snow,348
1998-12-7,-2,-3,-5,-4,-5,-6,93,86,80,1024,1017,1010,10,10,10,47,31,64,0.00,4,Snow,338
1998-12-8,0,-3,-7,-2,-5,-8,100,89,75,1029,1027,1024,10,10,10,23,16,,0.00,1,Fog,304
1998-12-9,0,-4,-9,0,-5,-10,100,96,93,1028,1027,1027,10,7,1,13,6,,0.00,2,Fog,210
1998-12-10,0,-2,-5,0,-2,-6,100,96,93,1027,1027,1026,10,6,0,29,13,,0.00,3,Fog-Snow,138
1998-12-11,0,-2,-5,-1,-4,-6,100,90,80,1026,1024,1022,10,10,8,29,23,48,0.00,6,Snow,139
1998-12-12,2,-2,-6,1,-3,-7,100,95,93,1022,1017,1009,8,3,0,26,14,,0.00,7,Fog-Rain,181
1998-12-13,4,2,1,2,2,0,100,93,81,1016,1004,997,10,6,1,45,24,71,0.00,6,Fog-Rain-Snow,258
1998-12-14,5,3,2,5,3,1,100,96,87,1021,1019,1016,10,3,0,34,23,52,0.00,6,Fog-Rain,237
1998-12-15,7,6,4,7,5,3,100,95,93,1018,1017,1016,8,2,0,29,24,,0.00,6,Fog,244
1998-12-16,7,4,3,5,3,2,100,91,76,1023,1019,1016,10,8,0,39,21,58,0.00,5,Fog-Rain,262
1998-12-17,5,3,1,5,3,1,100,95,93,1022,1019,1015,9,4,1,34,24,,0.00,6,,234
1998-12-18,6,3,1,5,3,0,100,93,75,1014,1010,1008,10,6,1,35,23,,0.00,6,,225
1998-12-19,4,3,3,4,3,2,100,95,93,1008,999,995,10,3,0,24,16,,0.00,7,Fog-Rain,232
1998-12-20,3,0,-2,3,-1,-4,100,87,70,1004,999,996,10,10,6,29,18,48,0.00,5,Rain-Snow,292
1998-12-21,1,-2,-4,-1,-5,-7,100,79,60,1019,1011,1004,10,10,10,27,16,,0.00,3,,309
1998-12-22,1,-2,-5,0,-4,-8,93,80,69,1023,1022,1019,10,10,10,23,13,,0.00,4,,138
1998-12-23,3,1,0,2,1,-2,100,95,87,1023,1020,1016,10,5,0,32,23,,0.00,7,Fog-Rain,203
1998-12-24,3,2,1,2,1,0,100,95,87,1015,1013,1012,10,6,2,32,24,45,0.00,6,Rain-Snow,219
1998-12-25,6,3,2,5,3,1,100,96,93,1014,1009,1004,10,5,1,45,32,61,0.00,6,Rain-Snow,221
1998-12-26,6,4,3,5,3,1,100,89,76,1005,1000,994,10,9,3,55,37,87,0.00,6,Rain,226
1998-12-27,7,4,3,5,2,0,100,80,66,999,994,988,10,9,5,58,39,84,0.00,6,Rain,223
1998-12-28,7,6,4,6,5,3,100,93,87,1007,1002,997,10,9,2,40,27,61,0.00,6,Rain,227
1998-12-29,6,3,0,3,2,-1,100,90,76,1023,1016,1007,10,7,0,40,26,53,0.00,4,Fog-Rain,239
1998-12-30,4,2,1,2,1,0,100,91,81,1024,1021,1020,10,5,0,40,24,39,0.00,5,Fog,137
1998-12-31,2,1,0,0,-1,-1,100,90,81,1021,1019,1017,8,5,2,35,31,,0.00,7,,151
